职位名字,公司名字,公司类型,薪资,地区,工作年限,发布日期,福利,经验,学历,所属行业
机器视觉应用工程师（成都+高底薪+项目奖+分红）,成都新得利电子有限公司,民营公司,0.8-1.5万/月,成都-武侯区,5,2021-10-26 04:00:00,五险一金 绩效奖金 年终奖金 股票期权 专业培训 员工旅游 餐饮补贴 出国机会 带薪年假 身股分红,3-4年经验,大专,计算机服务(系统、数据服务、维修)
ISP Algorithm Engineer,赛昉科技,外资（欧美）,2-5万/月,上海,6,2021-10-26 17:03:24,,5-7年经验,本科,电子技术/半导体/集成电路
算法研究员（信号处理方向）,成都今是科技有限公司,民营公司,3-4万/月,成都-高新区,5,2021-10-26 15:49:33,五险一金 周末双休 带薪年假 交通补贴 通讯补贴 节日福利 期权股票 年终奖金 绩效奖金 商业保险,3-4年经验,本科,医疗设备/器械
机器视觉工程师,四川国软科技集团有限公司,民营公司,0.6-1.2万/月,成都-金牛区,4,2021-10-26 12:09:12,五险一金 绩效奖金 年终奖金 弹性工作 周末双休,2年经验,本科,计算机服务(系统、数据服务、维修)
三维算法研究员,成都天佑智隧科技有限公司,民营公司,2-3.5万/月,成都-金牛区,4,2021-10-26 11:10:56,员工旅游 定期体检 弹性工作 年终奖金 六险一金 部门活动 生日会 节日礼品 专业培训 绩效奖金,2年经验,硕士,计算机服务(系统、数据服务、维修)
视觉工程师,征图新视（江苏）科技股份有限公司,民营公司,1-2万/月,成都,5,2021-10-26 09:42:58,五险一金 免费班车 员工旅游 通讯补贴 年终奖金 定期体检,3-4年经验,本科,仪器仪表/工业自动化
软件工程师,浙江新控路桥监测科技有限公司,民营公司,0.5-2万/月,成都-双流区,4,2021-10-26 09:27:55,,2年经验,本科,电子技术/半导体/集成电路
引擎优化工程师,新电信息科技（成都）有限公司,外资（非欧美）,1.2-2万/月,成都-高新区,7,2021-10-26 09:27:32,五险一金 绩效奖金 专业培训 弹性工作 补充医疗保险 出国机会,8-9年经验,本科,计算机软件
视觉工程师（成都）,厦门微亚智能科技有限公司,民营公司,0.8-1万/月,成都-龙泉驿区,5,2021-10-26 09:09:58,五险一金 带薪年假,3-4年经验,大专,仪器仪表/工业自动化
高级数据挖掘工程师,亚信科技CMC,合资,1.2-2.2万/月,成都-高新区,5,2021-10-26 07:00:32,五险一金 通讯补贴 绩效奖金 定期体检 年底双薪 餐补 带薪年假,3-4年经验,本科,计算机软件
AI工程师（数据挖掘）,电信事业部,外资（欧美）,1.5-2.5万/月,成都-高新区,5,2021-10-26 07:00:28,五险一金 补充医疗保险 通讯补贴 绩效奖金 年终奖金 定期体检 弹性工作,3-4年经验,本科,通信/电信运营、增值服务
视觉工程师,成都秦川物联网科技股份有限公司,上市公司,0.8-1.5万/月,成都-龙泉驿区,5,2021-10-25 09:15:12,五险一金 绩效奖金 年终奖金 专业培训 免费班车 通讯补贴 交通补贴 周末双休,3-4年经验,本科,仪器仪表/工业自动化
算法设计师,成都迈瑞企业管理咨询有限公司,民营公司,1.8-2.3万/月,成都-锦江区,6,2021-10-25 09:00:49,五险一金 年终奖金,5-7年经验,本科,计算机软件
NLP工程师,北京融数易雨科技有限公司,民营公司,1-1.5万/月,成都,5,2021-10-22 14:00:36,,3-4年经验,本科,计算机软件
视觉工程师（成都）(J10570),江苏创源电子有限公司,民营公司,1-1.5万/月,四川省,4,2021-10-22 08:25:29,五险一金 包住宿 绩效奖金 节日福利 员工旅游 年终奖金,2年经验,大专,仪器仪表/工业自动化
机器学习工程师,四川九强通信科技有限公司,国企,0.6-1.5万/月,成都-武侯区,3,2021-10-21 17:52:02,五险一金 绩效奖金 年终奖金 交通补贴 餐饮补贴 通讯补贴 专业培训,1年经验,大专,通信/电信/网络设备
流体力学工程师,成都铭峰新源科技有限公司,民营公司,1-1.5万/月,成都-高新区,3,2021-10-21 14:13:38,五险一金 员工旅游 专业培训 定期体检 年终奖金 绩效奖金 补充医疗保险,1年经验,本科,计算机软件
图像识别工程师,四川众合智控科技有限公司,民营公司,0.6-1.3万/月,成都-金牛区,3,2021-10-21 13:32:12,五险一金 带薪年假 节日福利 餐饮补贴 通讯补贴 高温补贴,1年经验,大专,电子技术/半导体/集成电路
AI工程师(数据挖掘）,四川天上友嘉网络科技有限公司,民营公司,2-4万/月,成都,5,2021-10-20 16:13:27,五险一金 年终奖金 员工餐 带薪年假 节日福利,3-4年经验,硕士,网络游戏
AI工程师,松翰科技（成都）有限公司,外资（非欧美）,0.8-2万/月,成都-高新区,10,2021-10-20 14:45:20,五险一金 员工旅游 餐饮补贴 绩效奖金 年终奖金 补充医疗保险,无需经验,本科,电子技术/半导体/集成电路
图像处理/显示/视频编解码ASIC设计工程师,翱捷科技（上海）有限公司,合资,,成都,4,2021-10-20 10:24:59,补充公积金 补充医疗保险 五险一金 餐饮补贴 弹性工作 定期体检,2年经验,硕士,电子技术/半导体/集成电路
人工智能算法开发专家-成都-G00259,沐曦集成电路（上海）有限公司,民营公司,2.4-4万/月,成都-高新区,6,2021-10-19 10:00:55,五险一金 绩效奖金 年终奖金 弹性工作 定期体检 补充医疗保险,5-7年经验,本科,电子技术/半导体/集成电路
搜索引擎开发工程师,四川奥特而科技有限公司,民营公司,0.8-1.6万/月,成都-武侯区,5,2021-10-17 15:33:16,五险一金 绩效奖金 年终奖金 节日福利 股票期权 弹性工作,3-4年经验,本科,仪器仪表/工业自动化
视觉工程师,TCL王牌电器（成都）有限公司,合资,0.8-1.8万/月,成都-郫都区,4,2021-10-16 09:25:02,五险一金 员工旅游 餐饮补贴 专业培训 绩效奖金 年终奖金 定期体检,2年经验,本科,家具/家电/玩具/礼品
CCD视觉工程师,捷普集团-捷普科技（成都）有限公司,外资（欧美）,1-1.5万/月,成都,5,2021-10-15 11:49:37,五险一金 定期体检 年终奖金 专业培训 免费班车 餐饮补贴 绩效奖金,3-4年经验,本科,多元化业务集团公司
机器视觉工程师,成都航视自动化技术有限公司,民营公司,0.6-1.2万/月,成都-郫都区,5,2021-10-09 17:02:14,五险一金 员工旅游 餐饮补贴 专业培训 绩效奖金 年终奖金 定期体检 节日福利 团队聚餐,3-4年经验,大专,计算机软件
AI人工智能工程师,成都翼比特自动化设备有限公司,民营公司,1.5-2万/月,成都-高新区,4,2021-09-27 09:02:10,五险一金 周末双休 带薪年假 节日福利,2年经验,本科,电气/电力/水利
视觉工程师,成都数之联科技有限公司,民营公司,1.5-2万/月,成都-高新区,6,2021-09-24 17:26:01,五险一金 员工旅游 交通补贴 餐饮补贴 年终奖金 绩效奖金 定期体检 弹性工作 专业培训,5-7年经验,本科,计算机软件
ROS软件开发工程师,成都越凡创新科技有限公司,民营公司,1.2-1.7万/月,成都-郫都区,4,2021-09-22 18:13:10,五险一金 年终奖金 绩效奖金,2年经验,本科,计算机软件
图像识别工程师,四川柯普农业咨询有限责任公司,民营公司,1.5-2.4万/月,成都-高新区,3,2021-09-22 18:12:21,入职五险一金 补充医疗保险 年终奖金 节日福利 生日福利,1年经验,本科,农/林/牧/渔
机器人软件工程师,成都市鹰诺实业有限公司,合资,0.6-1万/月,成都-崇州市,3,2021-09-17 08:47:47,带薪年假 五险一金 包吃 包住宿 专业培训 餐饮补贴 加班补贴 住房补贴,1年经验,本科,仪器仪表/工业自动化
视觉工程师,成都宏明双新科技股份有限公司,国企,1.4-1.8万/月,成都,6,2021-09-02 08:10:57,五险一金 年终奖金 员工旅游 定期体检 餐饮补贴 专业培训 绩效奖金 住宿 带薪年假 免费班车,5-7年经验,本科,电子技术/半导体/集成电路
算法设计师（研究院成都研究所）,广州海格通信集团股份有限公司,国企,1.5-2.5万/月,成都-武侯区,5,2021-08-28 13:35:38,五险一金 补充医疗保险 餐饮补贴 专业培训 绩效奖金 年终奖金 定期体检 员工旅游 免费班车 交通补贴,3-4年经验,硕士,通信/电信/网络设备
算法工程师（V2X/ADAS仿真测试方向）,信通院车联网创新中心（成都）有限公司,国企,1.5-2.5万/月,成都-龙泉驿区,5,2021-10-26 13:25:53,,3-4年经验,硕士,汽车
算法应用工程师,保华微电子有限公司,国企,1.5-2.5万/月,成都-武侯区,5,2021-10-26 15:59:07,五险一金 弹性工作 专业培训,3-4年经验,硕士,计算机软件
Python算法工程师双休,四川顶牛人力资源有限公司,民营公司,1.5-2.5万/月,成都-武侯区,5,2021-10-26 10:04:50,五险一金 弹性工作 专业培训 年终奖金 员工旅游 定期体检 绩效奖金,3-4年经验,大专,计算机软件
高级音频算法工程师,深圳市长丰影像器材有限公司,民营公司,2-3.5万/月,成都-高新区,5,2021-10-26 09:30:53,五险一金 员工旅游 定期体检 年终奖金 加班补助 节日福利 绩效奖金,3-4年经验,本科,电子技术/半导体/集成电路
音频算法工程师,成都汇声科技有限公司,民营公司,1-1.6万/月,成都-高新区,5,2021-10-26 09:15:39,五险一金 员工旅游 交通补贴 餐饮补贴 绩效奖金 年终奖金 弹性工作,3-4年经验,本科,医疗设备/器械
视频算法工程师（高级）,安睿智达（成都）科技有限公司,国企,1.5-3万/月,成都-武侯区,5,2021-10-25 09:13:35,五险一金 交通补贴 定期体检 餐饮补贴 绩效奖金 通讯补贴 住房补贴 周末双休 年终奖金 生日津贴,3-4年经验,硕士,计算机软件
图像算法及应用工程师,北京优创新港科技股份有限公司绵阳分公司,民营公司,1.5-2万/月,成都,3,2021-10-23 09:19:09,五险一金 弹性工作 年终奖金 绩效奖金 交通补贴 通讯补贴 餐饮补贴,1年经验,硕士,计算机软件
算法工程师（V2X/ADAS仿真测试方向）,中外联（成都）人力资源管理有限公司,民营公司,1.5-2.5万/月,成都-龙泉驿区,5,2021-10-22 11:39:08,五险一金 绩效奖金 年终奖金,3-4年经验,硕士,专业服务(咨询、人力资源、财会)
FPGA工程师,成都国翼电子技术有限公司,上市公司,1.5-2万/月,成都-高新区,5,2021-10-26 17:05:46,五险一金 补充医疗保险 年终奖金 专业培训 定期体检 餐饮补贴,3-4年经验,本科,航天/航空
量化算法研究员,西安迈科能源有限责任公司,民营公司,1-1.5万/月,成都-武侯区,3,2021-10-26 17:00:01,五险一金 年终奖金 周末双休 优厚福利 丰富团建 广阔晋升空间 补充医疗保险 交通补贴 通讯补贴,1年经验,硕士,金融/投资/证券
FPGA工程师,四川惟景科技有限公司,民营公司,1.8-3.5万/月,成都-高新区,5,2021-10-26 16:13:37,五险一金 餐饮补贴 专业培训 绩效奖金 年终奖金 定期体检,3-4年经验,本科,通信/电信运营、增值服务
FPGA工程师,四川六九一二通信技术股份有限公司,民营公司,1.5-3万/月,成都-高新区,5,2021-10-26 15:43:57,五险一金 餐饮补贴 专业培训 绩效奖金 年终奖金 定期体检,3-4年经验,本科,通信/电信/网络设备
信号处理工程师,桂林长海发展有限责任公司,国企,15-20万/年,成都-成华区,10,2021-10-26 14:32:40,五险一金 员工旅游 交通补贴 餐饮补贴 通讯补贴 专业培训 出国机会 绩效奖金 年终奖金 定期体检,无需经验,本科,电子技术/半导体/集成电路
信号处理工程师,湖南华诺星空电子技术有限公司,民营公司,0.8-1.5万/月,成都-郫都区,10,2021-10-26 11:17:03,五险一金 员工旅游 餐饮补贴 年终奖金 定期体检 周末双休 婚育礼金 专业培训 绩效奖金,无需经验,本科,电子技术/半导体/集成电路
高级机器人工程师,成都博恩思医学机器人有限公司,民营公司,1.5-2.5万/月,成都-高新区,5,2021-10-26 10:10:59,五险一金 餐饮补贴 年终奖金 节日福利 专业培训 出国机会 绩效奖金 股票期权 顶尖团队 员工旅游,3-4年经验,本科,医疗设备/器械
计算机视觉研究员,深圳市中钞信达金融科技有限公司,国企,1.3-2.5万/月,成都-高新区,4,2021-10-26 09:50:06,五险一金 交通补贴 餐饮补贴 年终奖金 绩效奖金 定期体检,2年经验,本科,计算机软件
大数据工程师,清能艾科（深圳）能源技术有限公司,创业公司,1-1.8万/月,深圳,4,2021-10-26 09:33:18,五险一金 周末双休 年终奖金 绩效奖金 发展空间大 福利待遇优,2年经验,本科,石油/化工/矿产/地质
信号处理工程师,无锡鸣石峻致医疗科技有限公司,民营公司,1.5-3万/月,成都-高新区,10,2021-10-26 08:42:13,五险一金 员工旅游 交通补贴 餐饮补贴 专业培训 绩效奖金 年终奖金 股票期权 弹性工作 定期体检,无需经验,本科,医疗/护理/卫生
Python少儿编程老师,成都熊猫编程教育科技有限公司,民营公司,0.8-1万/月,成都-青羊区,3,2021-10-25 14:44:11,,1年经验,本科,教育/培训/院校
嵌入式软件工程师-成都003,杭州雄迈集成电路技术股份有限公司,民营公司,0.6-1.3万/月,成都-高新区,3,2021-10-23 17:31:51,五险一金 绩效奖金 定期体检 餐饮补贴 员工旅游 股票期权 专业培训 年终奖金,1年经验,本科,电子技术/半导体/集成电路
高级数字信号处理工程师,成都创亿嘉科技有限公司,民营公司,1.6-3万/月,成都-武侯区,5,2021-10-23 10:00:01,五险一金 员工旅游 交通补贴 餐饮补贴 通讯补贴 专业培训 绩效奖金 年终奖金 股票期权 定期体检,3-4年经验,本科,电子技术/半导体/集成电路
电子系统级仿真工程师,北京京汇思维科技发展有限公司,外资（非欧美）,1-1.5万/月,成都-武侯区,,2021-10-22 13:49:44,五险一金 员工旅游 餐饮补贴 通讯补贴 绩效奖金 弹性工作 定期体检,招1人,,计算机软件
camera tuning调试,江苏超正科技有限公司,民营公司,1.4-2.7万/月,成都-高新区,5,2021-10-21 11:31:45,五险一金 周末双休 加班补贴 交通补贴 餐饮补贴,3-4年经验,大专,计算机软件
量化算法研究员-base 成都,交叉科技（北京）有限公司,民营公司,1-1.5万/月,成都-高新区,4,2021-10-20 11:27:56,五险一金 绩效奖金 年终奖金 股票期权 弹性工作 定期体检,2年经验,本科,计算机服务(系统、数据服务、维修)
ASIC高级开发工程师（5G基带）,白盒子（上海）微电子科技有限公司,民营公司,2.5-5万/月,成都-天府新区,8,2021-10-20 11:06:15,五险一金 股票期权 餐饮补贴 年终奖金,10年以上经验,本科,电子技术/半导体/集成电路
专利分析师（算法）,苏州七星天专利运营管理有限责任公司,合资,1-1.5万/月,成都-天府新区,10,2021-10-14 09:50:21,五险一金 定期体检 年终奖金 周末双休 在家办公 接收档案 可办集体户口 节日福利 弹性工作,无需经验,本科,专业服务(咨询、人力资源、财会)
C++软件开发工程师,北京华大九天科技股份有限公司,国企,0.7-1.2万/月,成都-双流区,,2021-10-13 11:00:02,五险一金 补充医疗保险 弹性工作 股票期权 绩效奖金 年终奖金 定期体检 餐饮补贴 交通补贴,本科,招5人,电子技术/半导体/集成电路
信号处理工程师,航天科工微系统技术有限公司,国企,20-50万/年,成都-成华区,5,2021-09-19 09:00:01,五险一金 交通补贴 餐饮补贴 通讯补贴 出国机会 绩效奖金 年终奖金 定期体检 高温补贴 节假生日福利,3-4年经验,硕士,航天/航空
科研合作专家(医疗AI)(J12042),上海联影智能医疗科技有限公司,民营公司,1.5-2.5万/月,成都-武侯区,4,2021-09-18 19:02:14,五险一金 补充医疗保险 年终奖金 绩效奖金 餐饮补贴 定期体检 员工旅游,2年经验,硕士,计算机软件
Python开发工程师（可转正）,成都鲲摇物联网有限责任公司,民营公司,3-4.5千/月,成都-武侯区,10,2021-09-02 08:55:37,五险一金 补充公积金 员工旅游 出国机会 定期体检 弹性工作 专业培训 绩效奖金 年终奖金 补充医疗保险,无需经验,招3人,互联网/电子商务
广州-AI算法工程师（成都）,无锡路通视信网络股份有限公司,上市公司,0.8-1.6万/月,成都,1,2021-10-26 18:00:42,,在校生/应届生,硕士,通信/电信/网络设备
算法工程师（工作地：上海）（成都）,常州星宇车灯股份有限公司,上市公司,1-1.5万/月,成都,1,2021-10-26 10:02:29,,在校生/应届生,本科,汽车零配件
通信算法工程师(成都),杭州巨峰科技有限公司,民营公司,0.8-1.2万/月,成都,1,2021-10-26 05:35:09,,在校生/应届生,本科,计算机软件
机器学习/AI算法工程师,中国电子科技集团公司第十研究所,事业单位,1-1.5万/月,成都,1,2021-10-26 05:13:50,,在校生/应届生,硕士,电子技术/半导体/集成电路
算法工程师（工作地点：苏州）（成都）,苏州千机智能技术有限公司,民营公司,0.9-1.8万/月,成都,1,2021-10-26 05:13:12,,在校生/应届生,本科,仪器仪表/工业自动化
电机控制算法工程师（成都）,深圳市普渡科技有限公司,民营公司,1.5-3万/月,成都,1,2021-10-26 05:10:30,,在校生/应届生,本科,计算机硬件
AI算法工程师（成都）,上海联影医疗科技股份有限公司,民营公司,1.4-2.8万/月,成都,1,2021-10-26 05:01:16,,在校生/应届生,硕士,医疗设备/器械
导航算法工程师,成都国星通信有限公司,民营公司,1.3-1.7万/月,成都,1,2021-10-26 04:43:55,,在校生/应届生,硕士,通信/电信/网络设备
图像算法工程师,四川长虹电子控股集团有限公司,国企,1.5-2万/月,成都,1,2021-10-26 04:41:23,,在校生/应届生,硕士,电子技术/半导体/集成电路
视觉算法工程师,四川京炜交通工程技术有限公司,民营公司,6-8千/月,成都-高新区,1,2021-10-26 09:48:23,,在校生/应届生,硕士,检测，认证
NLP算法工程师（工作地：苏州、北京）（成都）,思必驰科技股份有限公司,民营公司,2-3万/月,成都,1,2021-10-26 04:01:52,,在校生/应届生,硕士,计算机软件
算法工程师（工作地：苏州）,苏州博古特智造有限公司,民营公司,1-1.5万/月,成都,1,2021-10-26 04:01:52,,在校生/应届生,硕士,机械/设备/重工
算法工程师,欧冶云商股份有限公司,国企,1.3-2.6万/月,成都,1,2021-10-26 04:01:52,,在校生/应届生,本科,多元化业务集团公司
深国电-AI算法工程师,深圳市国电科技通信有限公司,民营公司,1-1.4万/月,成都,1,2021-10-26 04:01:52,,在校生/应届生,硕士,通信/电信/网络设备
算法工程师（成都）,江苏满运软件科技有限公司,民营公司,1.5-3万/月,成都,1,2021-10-26 04:01:52,,在校生/应届生,本科,计算机软件
算法工程师-航天宏图（成都）,中关村空间信息产业技术联盟,民营公司,1-1.5万/月,成都,1,2021-10-26 04:01:52,,在校生/应届生,硕士,计算机软件
算法/建模工程师（成都）,中国航空工业集团公司上海航空测控技术研究所,国企,0.8-1万/月,成都,1,2021-10-26 04:01:52,,在校生/应届生,硕士,航天/航空
算法工程师（信号）,成都数之联科技有限公司,民营公司,1-1.5万/月,成都,1,2021-10-26 04:01:52,,在校生/应届生,硕士,计算机软件
算法设计工程师 — CAD图形引擎（成都）,深圳逍遥科技有限公司,民营公司,1.2-2.4万/月,成都,1,2021-10-26 10:07:42,,在校生/应届生,本科,电子技术/半导体/集成电路
算法工程师（成都）,中电鸿信信息科技有限公司,民营公司,0.8-1.2万/月,成都,1,2021-10-26 09:49:01,,在校生/应届生,本科,通信/电信/网络设备
AI算法工程师（苏州）,江苏风云科技服务有限公司,国企,0.8-1万/月,成都,1,2021-10-26 09:47:56,,在校生/应届生,本科,多元化业务集团公司
算法工程师（成都）,亚信科技(中国)有限公司,外资（欧美）,1-2万/月,成都,1,2021-10-26 09:34:10,,在校生/应届生,硕士,计算机软件
图像算法工程师（工作地西安）（成都）,西安因诺航空科技有限公司,民营公司,1.5-2.5万/月,成都,1,2021-10-26 04:01:52,,在校生/应届生,硕士,航天/航空
算法工程师,深圳市极致汇仪科技有限公司,民营公司,1-1.7万/月,成都,1,2021-10-26 04:01:52,,在校生/应届生,硕士,仪器仪表/工业自动化
多媒体算法工程师（成都）,翱捷科技股份有限公司,民营公司,1.5-3万/月,成都,1,2021-10-26 04:01:52,,在校生/应届生,硕士,电子技术/半导体/集成电路
数值算法工程师（成都）,苏州同元软控信息技术有限公司,民营公司,1-1.5万/月,成都,1,2021-10-26 04:01:52,,在校生/应届生,本科,计算机软件
高级算法工程师,广州精科医学检验所有限公司,民营公司,1.5-3万/月,成都-武侯区,1,2021-10-26 18:19:10,五险一金 专业培训 弹性工作 年终奖金 做五休二,在校生/应届生,硕士,医疗设备/器械
算法工程师,迈克生物股份有限公司,上市公司,0.8-1.2万/月,成都,1,2021-10-26 15:39:57,,在校生/应届生,本科,医疗设备/器械
运动控制算法工程师,成都熊谷加世电器有限公司,民营公司,15-20万/年,成都-郫都区,1,2021-10-26 13:12:55,带薪年假 五险一金 绩效奖金 全勤奖 节日福利 专业培训 交通补贴 加班补贴,在校生/应届生,硕士,机械/设备/重工
无线算法工程师（校招）,四川灵通电讯有限公司,国企,14-20万/年,绵阳,1,2021-10-26 12:01:35,五险一金 免费班车 交通补贴 定期体检 绩效奖金 年终奖金,在校生/应届生,硕士,电子技术/半导体/集成电路
算法工程师（应届）,成都瀚德科技有限公司,民营公司,3.5-6千/月,成都,1,2021-10-26 11:19:33,,在校生/应届生,硕士,通信/电信/网络设备
nlp算法工程师 (MJ001060),慧择网,上市公司,1-1.5万/月,成都-高新区,1,2021-10-26 09:09:50,,在校生/应届生,本科,互联网/电子商务
算法工程师,成都维客昕微电子有限公司,民营公司,10-18万/年,成都-高新区,1,2021-10-25 09:12:26,五险一金 交通补贴 餐饮补贴 通讯补贴 定期体检 员工旅游,在校生/应届生,本科,电子技术/半导体/集成电路
算法工程师（校招） (MJ000056),北京亚控科技发展有限公司,民营公司,1.2-2万/月,西安,1,2021-10-22 08:38:46,周末双休 带薪年假 五险一金 绩效奖金 节日福利 餐饮补贴,在校生/应届生,硕士,计算机软件
算法助理工程师,武汉能钠智能装备技术股份有限公司,民营公司,0.5-1万/月,成都-武侯区,1,2021-10-19 14:58:04,五险一金 年终奖金 定期体检 员工旅游 周末双休 绩效奖金,在校生/应届生,本科,计算机软件
旋翼无人机系统 飞行控制算法工程师,同方电子科技有限公司,国企,0.5-1.5万/月,九江,1,2021-10-18 14:29:56,五险一金 补充医疗保险 餐饮补贴 员工旅游 定期体检 年终奖金 绩效奖金 通讯补贴 住房补贴,在校生/应届生,本科,通信/电信/网络设备
算法工程师（视觉测量）,成都交大光芒科技股份有限公司,国企,1-1.5万/月,成都,1,2021-10-18 11:00:33,五险一金 带薪年假 绩效奖金 年终奖金 补充医疗保险 定期体检 餐饮补贴,在校生/应届生,本科,计算机服务(系统、数据服务、维修)
5G物理层算法工程师,锐捷网络股份有限公司,上市公司,1-1.5万/月,成都,1,2021-10-15 14:56:30,五险一金 交通补贴 餐饮补贴 专业培训 定期体检 年终奖金,在校生/应届生,硕士,通信/电信/网络设备
通信算法工程师（2022届硕士）,上海瀚讯信息技术股份有限公司,民营公司,20-40万/年,上海,1,2021-10-15 09:38:35,,在校生/应届生,硕士,计算机软件
通信信号算法研究工程师,成都新越盛和科技有限公司,民营公司,1-1.5万/月,成都-武侯区,1,2021-10-11 17:01:53,五险一金 年终奖金,在校生/应届生,本科,计算机软件
算法工程师（2022届校招）,兰亭集势,上市公司,0.9-1.5万/月,成都-高新区,1,2021-10-09 11:36:01,通讯补贴 专业培训 弹性工作 五险一金 扁平化管理 领导NICE,在校生/应届生,本科,互联网/电子商务
媒体算法工程师-武汉/成都/北京,北京小鱼易连科技有限公司,合资,0.8-1.5万/月,成都-武侯区,1,2021-09-13 17:00:01,五险一金 餐饮补贴 通讯补贴 年终奖金 弹性工作 定期体检 节日福利,在校生/应届生,本科,互联网/电子商务
图像处理器（ISP）算法/架构工程师（C成都）,芯原微电子（上海）股份有限公司,外资（欧美）,1.5-2.5万/月,成都,1,2021-08-30 04:01:10,,在校生/应届生,硕士,电子技术/半导体/集成电路
人工智能,珠海格力电器股份有限公司,上市公司,1-1.5万/月,成都,1,2021-10-26 09:43:28,,在校生/应届生,硕士,家具/家电/玩具/礼品
算法实习生（成都）,亚信科技(中国)有限公司,外资（欧美）,3-4.5千/月,成都,1,2021-10-26 09:32:24,,在校生/应届生,本科,通信/电信/网络设备
人工智能工程师,北京伯凯科技有限公司,外资（欧美）,3-4.5千/月,成都,1,2021-10-26 04:01:15,,在校生/应届生,本科,多元化业务集团公司
视觉工程师（成都）,征图新视（江苏）科技股份有限公司,民营公司,0.7-1.4万/月,成都,1,2021-10-26 04:01:15,,在校生/应届生,本科,机械/设备/重工
图像处理工程师,瑞晟微电子(苏州)有限公司,外资（非欧美）,1.5-3万/月,成都,1,2021-10-26 04:01:15,,在校生/应届生,硕士,电子技术/半导体/集成电路
AI人工智能,四川中旭智汇科技有限公司,民营公司,6-8千/月,成都-锦江区,1,2021-10-21 17:00:06,,在校生/应届生,大专,计算机软件
DSP软件工程师,凌阳成芯科技（成都）有限公司,外资（非欧美）,0.6-1.2万/月,成都-高新区,1,2021-09-14 10:30:25,,在校生/应届生,本科,计算机服务(系统、数据服务、维修)
信号处理工程师,深圳市特发集团有限公司,国企,1-1.5万/月,成都,1,2021-10-26 04:58:53,,在校生/应届生,本科,房地产
算法设计师,成都中电锦江信息产业有限公司,国企,1.5-2万/月,成都,1,2021-10-26 04:24:05,,在校生/应届生,硕士,电子技术/半导体/集成电路
视觉类管培生(成都),珠海市运泰利自动化设备有限公司,民营公司,0.6-1.1万/月,成都,1,2021-10-26 04:01:15,,在校生/应届生,硕士,仪器仪表/工业自动化
俄语/法语实习生,四川译讯信息科技有限公司,民营公司,1.5千以下/月,成都-高新区,1,2021-10-26 17:00:29,,在校生/应届生,本科,互联网/电子商务
FPGA逻辑工程师,成都福瑞空天科技有限公司,国企,0.8-1.6万/月,成都-双流区,1,2021-10-26 10:27:17,五险一金 补充医疗保险 交通补贴 餐饮补贴 通讯补贴 绩效奖金 年终奖金 定期体检 专业培训,在校生/应届生,本科,航天/航空
音频算法专家 (MJ000863),成都极米科技股份有限公司,民营公司,2.5-5万/月,成都-武侯区,1,2021-09-29 17:40:53,,在校生/应届生,硕士,计算机硬件
算法管培生,中建电子商务有限责任公司,国企,1-1.4万/月,成都-武侯区,1,2021-09-14 14:52:40,五险一金 补充医疗保险 交通补贴 餐饮补贴 通讯补贴 绩效奖金 弹性工作 定期体检,在校生/应届生,本科,互联网/电子商务
气象算法工程师（应届生亦可）,广东纳睿雷达科技股份有限公司,民营公司,1.1-2万/年,珠海,10,2021-10-15 08:22:15,五险一金 绩效奖金 年终奖金 假日福利 股票期权 定期体检,无需经验,硕士,电子技术/半导体/集成电路
资深算法工程师,科文纳仕管理咨询（苏州）有限公司,外资（欧美）,60-120万/年,深圳,5,2021-09-28 20:53:20,,3-4年经验,博士,专业服务(咨询、人力资源、财会)
多媒体算法工程师（视频/显示及AI算法研发）4493,紫光展锐,外资（非欧美）,1.5-3万/月,成都-高新区,4,2021-10-26 11:00:13,,2年经验,硕士,电子技术/半导体/集成电路
算法设计高级工程师,广东欧浮瑞企业管理咨询有限公司,民营公司,3-4.9万/月,成都-高新区,6,2021-10-26 08:22:16,五险一金 餐饮补贴 交通补贴 年终奖金 定期体检 股票期权 免费班车,5-7年经验,本科,计算机软件
人工智能研发工程师,四川砼道科技有限公司,民营公司,9-15万/月,成都-双流区,3,2021-10-20 11:14:19,交通补贴 五险一金 通讯补贴 出国机会 定期体检 餐饮补贴 专业培训 员工旅游 补充医疗保险 弹性工作,1年经验,硕士,建筑/建材/工程
图像识别项目总监,珠海高瑞特医疗科技有限公司,民营公司,7-10万/月,珠海,6,2021-10-26 14:14:46,五险一金 员工旅游 弹性工作 餐饮补贴 年终奖金 绩效奖金 通讯补贴 交通补贴 股票期权 定期体检,5-7年经验,博士,医疗设备/器械
算法工程师,成都卓微科技有限公司,创业公司,1.5-3千/月,成都-成华区,1,2021-10-25 19:00:01,交通补贴 餐饮补贴 专业培训,在校生/应届生,本科,仪器仪表/工业自动化
初级算法工程师,深圳鲲鹏科教有限公司,民营公司,1.2-1.5万/月,成都-武侯区,4,2021-10-26 17:47:13,五险一金 交通补贴 餐饮补贴,2年经验,本科,互联网/电子商务
5G物理层算法工程师,成都爱瑞无线科技有限公司,民营公司,1.5-3万/月,成都-高新区,4,2021-10-26 17:45:36,,2年经验,本科,通信/电信/网络设备
